BB22042347,BB22042347,1,VN01,LR,20220423,20220423,,,BOOK BANK 3.VIETCOMBANK,D,101050001,VND,182219828,,,,,,,Thu tien tu VCB- 20220423,VCB,,,3.VIETCOMBANK,,,,,,,,,,,
BB22042347,BB22042347,2,VN01,LR,20220423,20220423,,,BOOK BANK 3.VIETCOMBANK,C,901010002,VND,177298828,,,,,,,Thu tien KH tai VCB phat sinh- 20220423,VCB,,,3.VIETCOMBANK,,,,,,,,,,,
BB22042347,BB22042347,3,VN01,LR,20220423,20220423,,,BOOK BANK 3.VIETCOMBANK,C,2999000001,VND,4921000,,,,,,,Thu tien KH nop tai VCB (unpair)- 20220423,VCB,,,3.VIETCOMBANK,,,,,,IN,,,,,
